Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight
652,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,76700,86,1,0,1300,5,5,1035
653,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,76569,86,1,0,1300,3,5,1020
654,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,76162,110,1,0,1600,5,5,1075
655,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,76155,110,1,0,1600,4,5,1035
656,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,75609,86,1,0,1300,3,5,1015
657,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,75429,110,1,0,1600,3,6,1065
658,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,75000,110,1,0,1600,5,5,1075
659,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,75000,86,0,0,1300,3,5,1015
660,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,75000,110,1,0,1600,5,5,1070
661,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,74963,107,0,1,1600,3,5,1085
662,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,74889,86,1,0,1300,3,5,1015
663,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,74875,110,0,0,1600,5,5,1070
664,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,74747,110,1,0,1600,5,5,1075
665,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,74720,110,1,0,1600,5,5,1085
666,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,74457,110,0,0,1600,5,5,1075
667,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,74337,86,0,0,1300,5,5,1035
668,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,74308,110,0,0,1600,3,5,1050
669,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,74193,110,0,0,1600,3,5,1050
670,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,74179,110,1,0,1600,3,5,1050
671,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,73936,86,1,0,1300,5,5,1050
672,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,73894,110,1,0,1600,3,6,1065
673,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,73500,110,1,0,1600,3,5,1050
674,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,73376,110,0,0,1600,5,5,1070
675,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,73300,86,1,0,1300,3,5,1015
676,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,73172,110,1,0,1600,5,5,1075
677,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,72928,110,1,0,1600,5,5,1075
678,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,72880,86,1,0,1332,3,5,1015
679,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,72522,110,1,0,1600,3,5,1050
680,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,72000,86,1,0,1300,3,5,1015
681,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,72000,86,0,0,1300,3,5,1015
682,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,71366,110,0,0,1600,3,6,1065
683,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,71317,110,0,0,1600,3,5,1050
684,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,71000,110,0,0,1600,5,5,1070
685,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,70954,110,0,0,1600,3,5,1050
686,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,70908,86,0,0,1300,5,5,1035
687,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,70560,110,1,0,1600,3,5,1050
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,70552,110,0,0,1600,5,5,1075
689,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,70500,110,1,0,1600,5,5,1035
690,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,70218,110,1,0,1600,3,5,1050
691,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,70116,110,1,0,1600,4,5,1035
692,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,70068,110,1,0,1600,5,5,1075
693,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,70000,107,1,1,1587,3,5,1065
694,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,70000,86,1,0,1300,3,5,1015
695,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,69103,110,0,0,1600,4,5,1035
696,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,69022,86,1,0,1300,5,5,1035
697,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,69000,110,1,0,1600,3,6,1065
698,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,68865,110,1,0,1600,3,6,1065
699,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,68723,86,0,0,1300,3,5,1025
700,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,68453,110,1,0,1600,5,5,1070
701,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,68238,86,0,0,1300,5,5,1050
702,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,68153,110,1,0,1600,5,5,1085
703,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,68000,110,0,0,1600,5,5,1075
704,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,68000,86,1,0,1300,3,5,1015
705,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,67762,110,1,0,1600,3,6,1065
706,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,67146,110,1,0,1600,5,5,1075
707,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,67110,86,1,0,1300,5,5,1035
708,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,67010,110,1,0,1600,3,6,1065
709,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,67003,110,1,0,1600,4,5,1035
710,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,66785,86,0,1,1300,3,5,1045
711,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,66550,86,0,0,1332,3,5,1010
712,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,66259,110,1,0,1600,3,6,1065
713,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,66082,110,0,0,1600,5,5,1070
714,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,66000,86,1,0,1300,3,5,1015
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,66000,110,0,0,1600,3,5,1050
716,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,65896,110,1,0,1600,3,6,1065
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,65785,110,1,0,1600,5,5,1075
718,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,65513,110,1,1,1600,4,5,1070
719,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,65463,110,1,0,1600,5,5,1070
720,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,65400,86,1,0,1300,4,5,1000
721,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,65259,110,1,0,1600,3,5,1050
722,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,65000,110,1,0,1600,3,5,1050
723,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,65000,110,0,0,1600,5,5,1070
724,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,65000,110,0,0,1600,4,5,1035
725,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,64966,86,0,0,1300,3,5,1020
726,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,64950,110,1,0,1600,5,5,1075
727,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,64914,110,1,0,1600,5,5,1070
728,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,64797,110,1,0,1600,5,5,1075
729,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,64772,110,1,0,1600,3,5,1050
730,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,64690,86,0,0,1300,3,5,1020
731,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,64630,110,0,0,1600,5,5,1070
732,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,64613,110,1,0,1600,5,5,1085
733,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,64383,86,0,0,1300,3,5,1015
734,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,64000,110,0,0,1600,5,5,1075
735,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,63881,86,0,0,1300,3,5,1015
736,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,63328,86,0,1,1300,5,5,1065
737,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,63000,86,1,1,1300,5,5,1065
738,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,63000,86,0,1,1300,3,5,1050
739,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,62396,110,0,0,1600,3,5,1050
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,62377,110,1,0,1600,5,5,1075
741,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,62316,110,1,0,1600,3,5,1050
742,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,62292,110,1,0,1600,3,6,1065
743,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,62225,110,1,0,1600,3,5,1050
744,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,62222,110,0,0,1600,5,5,1075
745,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,62135,86,1,0,1300,5,5,1035
746,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,62024,110,1,0,1600,5,5,1075
747,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,61977,86,1,0,1300,3,5,1015
748,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,61930,110,1,0,1600,4,5,1035
749,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,61682,110,0,0,1600,3,5,1050
750,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,61568,110,1,0,1600,4,5,1035
751,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,61504,110,1,0,1600,4,5,1035
752,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,61384,110,1,0,1600,3,5,1050
753,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,61343,110,1,0,1600,5,5,1075
754,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,61254,110,0,0,1600,5,5,1075
755,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,61166,110,1,0,1600,3,5,1050
756,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,61149,86,1,0,1300,5,5,1040
757,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,61144,110,1,0,1600,5,5,1090
758,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,61127,110,1,0,1600,3,5,1050
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,61100,86,1,0,1300,3,5,1015
760,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,61100,110,1,0,1600,5,5,1075
761,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,61000,110,1,0,1600,3,5,1050
762,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,60724,86,1,0,1300,3,5,1015
763,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,60708,86,1,0,1300,5,5,1045
764,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,60532,110,1,0,1600,3,5,1050
765,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,60000,86,0,1,1300,4,5,1030
766,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,60000,86,1,0,1300,3,5,1015
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,60000,86,1,0,1300,3,5,1015
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,59295,86,0,0,1300,5,5,1035
769,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,59264,86,0,0,1300,3,5,1015
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,59000,110,0,0,1600,3,5,1050
771,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,59000,86,1,0,1300,5,5,1035
772,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,59000,110,0,0,1600,5,5,1075
773,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,59000,110,1,0,1600,5,5,1070
774,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,59000,110,0,0,1600,3,5,1050
775,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,58860,110,1,0,1600,3,5,1055
776,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,58829,110,0,0,1600,3,5,1050
777,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,58654,110,1,0,1600,5,5,1070
778,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,58300,86,1,0,1300,3,5,1015
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,58269,110,1,0,1600,3,5,1050
780,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,58136,110,1,0,1600,5,5,1075
781,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,58113,107,1,1,1600,3,5,1085
782,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,58058,110,1,0,1600,3,6,1065
783,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,58000,110,1,0,1600,3,5,1050
784,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,58000,110,1,0,1600,3,6,1065
785,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,57565,86,1,0,1300,5,5,1035
786,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,57413,107,0,1,1600,5,5,1115
787,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,57374,110,1,0,1600,5,5,1075
788,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,57179,110,1,0,1600,5,5,1075
789,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,57169,110,1,0,1600,3,6,1065
790,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,57124,110,1,0,1600,3,6,1065
791,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,57000,110,1,0,1600,3,5,1050
792,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,57000,110,0,0,1600,3,5,1050
793,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,57000,86,1,0,1300,5,5,1035
794,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,56259,86,0,0,1300,3,5,1015
795,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,56209,107,1,1,1600,3,5,1080
796,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,56074,86,0,0,1300,4,5,1000
797,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,55942,110,1,0,1600,5,5,1070
798,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,55844,86,1,0,1300,5,5,1045
799,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,55747,86,0,0,1300,3,5,1020
800,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,55478,86,0,0,1300,5,5,1045
801,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,55085,107,0,1,1600,5,5,1105
802,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,55061,110,1,0,1600,5,5,1070
803,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,55000,86,1,0,1300,3,5,1015
804,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,55000,110,0,0,1600,5,5,1075
805,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,54936,110,1,0,1600,5,5,1075
806,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,54875,110,1,0,1600,5,5,1070
807,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,54847,110,0,0,1600,3,5,1050
808,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,54554,110,1,0,1600,3,6,1065
809,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,54125,110,1,0,1600,5,5,1035
810,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,54000,110,1,0,1600,3,5,1055
811,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,54000,110,1,0,1600,5,5,1075
812,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,54000,86,0,0,1300,5,5,1035
813,TOYOTA Corolla 2/3-Doors,10250,57,54000,110,1,0,1600,3,5,1135
814,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,53285,110,1,0,1600,5,5,1075
815,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,53053,110,1,0,1600,5,5,1075
816,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,53000,110,1,1,1587,3,5,1075
817,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,53000,86,0,0,1300,3,5,1015
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,52968,110,1,0,1600,3,5,1050
819,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,52800,86,1,0,1300,3,5,1015
820,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,52548,110,0,0,1600,3,5,1050
821,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,52487,110,1,0,1600,4,5,1035
822,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,52383,86,0,0,1300,3,5,1015
823,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,52112,110,1,0,1600,4,5,1035
824,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,51712,110,0,0,1600,3,5,1050
825,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,51421,110,0,1,1600,5,3,1105
826,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,51235,86,1,0,1300,4,5,1000
827,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,51000,86,1,0,1300,3,5,1015
828,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,50925,110,1,0,1600,5,5,1070
829,TOYOTA Corolla ,9390,66,50806,86,0,0,1300,3,5,1480
830,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,50469,110,1,0,1600,5,5,1070
831,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,50173,110,1,0,1600,5,5,1075
832,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,50000,110,1,0,1600,5,5,1075
833,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,49942,110,0,0,1600,3,6,1065
834,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,49585,110,0,0,1600,5,5,1085
835,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,49258,110,1,0,1600,4,5,1035
836,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,49000,110,0,0,1600,3,5,1050
837,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,48738,110,0,0,1600,5,5,1055
838,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,47750,86,1,0,1300,5,5,1040
839,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,47612,86,0,0,1300,3,5,1015
840,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,47500,86,1,0,1300,5,5,1035
841,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,47237,110,0,0,1600,3,5,1050
842,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,47171,86,1,0,1300,3,5,1015
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,47060,110,0,0,1600,4,5,1035
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,47014,86,1,0,1300,3,5,1015
845,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,46929,86,1,0,1300,3,5,1025
846,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,46000,86,0,0,1300,5,5,1035
847,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,45681,110,0,0,1600,3,5,1050
848,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,45549,86,1,0,1300,3,5,1015
849,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,45000,110,1,0,1600,5,5,1050
850,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,45000,110,1,0,1600,3,5,1050
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,45000,110,0,0,1600,5,5,1075
852,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,45000,86,1,0,1300,5,5,1035
853,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,45000,110,1,0,1600,4,5,1035
854,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,45000,107,0,1,1600,3,5,1085
855,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,44944,110,1,0,1600,4,5,1035
856,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,44597,86,0,0,1300,3,5,1015
857,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,44458,86,0,0,1300,3,5,1015
858,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,43818,110,0,0,1600,5,5,1070
859,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,43426,110,1,0,1600,5,5,1070
860,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,43000,110,1,0,1600,5,5,1035
861,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,43000,110,0,0,1600,5,5,1075
862,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,43000,86,0,0,1300,3,5,1015
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,42750,110,1,0,1600,3,5,1050
864,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,42102,110,1,0,1600,5,5,1075
865,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,41586,110,1,0,1600,5,5,1114
866,TOYOTA Corolla 1.6 4/5-Doors,9900,64,41200,110,0,0,1600,5,5,1070
867,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,40214,86,0,0,1300,3,5,1025
868,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,40000,86,1,0,1300,4,5,1000
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,39222,86,1,1,1300,3,5,1045
870,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,39144,110,1,0,1600,3,5,1050
871,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,39000,110,1,0,1600,5,5,1075
