report_id,category,date
MOR15315,1. Seizure,2017-04-20
MOR37163,1. Seizure,2021-05-14
MOR53326,1. Seizure,2023-11-01
MOR13946,1. Seizure,2017-02-07
MOR12035,1. Seizure,2017-08-08
MOR40998,2. Poaching / Illegal Harvesting,2021-10-15
MOR22166,1. Seizure,2018-04-19
MOR23431,1. Seizure,2017-02-28
MOR29013,1. Seizure,2020-06-10
MOR34587,1. Seizure,2021-03-01
MOR31264,1. Seizure,2018-10-04
MOR49002,1. Seizure,2016-05-18
MOR48864,1. Seizure,2023-03-17
MOR50975,1. Seizure,2023-08-01
MOR52555,1. Seizure,2023-11-01
MOR15264,1. Seizure,2017-02-27
MOR4285,1. Seizure,2016-03-02
MOR4903,1. Seizure,2016-04-21
MOR48872,1. Seizure,2022-11-23
MOR39944,9. Enforcement Action / Prosecution,2017-09-15
MOR22937,1. Seizure,2019-07-19
MOR37198,1. Seizure,2021-03-24
MOR13823,1. Seizure,2017-02-16
MOR33848,1. Seizure,2020-03-16
MOR18928,1. Seizure,2018-08-01
MOR44103,1. Seizure,2022-05-01
MOR20803,1. Seizure,2019-02-06
MOR18586,1. Seizure,2019-02-16
MOR25268,1. Seizure,2015-01-03
MOR5487,1. Seizure,2016-02-01
MOR27666,1. Seizure,2016-10-16
MOR6761,9. Enforcement Action / Prosecution,2016-01-07
MOR27725,1. Seizure,2020-03-09
MOR25196,1. Seizure,2019-03-17
MOR52037,1. Seizure,2022-03-01
MOR12990,1. Seizure,2018-02-14
MOR42190,1. Seizure,2021-12-11
MOR14411,1. Seizure,2017-08-04
MOR43027,1. Seizure,2015-02-01
MOR25607,1. Seizure,2018-08-17
MOR38891,1. Seizure,2021-01-25
MOR13851,1. Seizure,2017-11-12
MOR52281,1. Seizure,2023-07-22
MOR30867,1. Seizure,2020-01-05
MOR15604,1. Seizure,2016-10-13
MOR29069,1. Seizure,2020-06-21
MOR14393,1. Seizure,2018-03-21
MOR14328,1. Seizure,2018-06-11
MOR44245,1. Seizure,2022-04-01
MOR12657,1. Seizure,2016-11-19
MOR50957,1. Seizure,2022-12-01
MOR20792,1. Seizure,2019-04-17
MOR11402,1. Seizure,2017-11-04
MOR26834,1. Seizure,2017-07-27
MOR51524,1. Seizure,2023-07-22
MOR9255,1. Seizure,2017-07-09
MOR35872,1. Seizure,2015-11-01
MOR48050,1. Seizure,2022-12-08
MOR52215,1. Seizure,2021-11-15
MOR10259,1. Seizure,2017-09-29
MOR39680,1. Seizure,2021-06-14
MOR45053,6. Human-Wildlife Conflict,2021-11-11
MOR8809,3. Smuggling / Illegal Trade (not elsewhere included),2017-05-01
MOR3079,1. Seizure,2015-06-10
MOR44621,1. Seizure,2016-11-01
MOR13074,1. Seizure,2018-03-07
MOR36519,1. Seizure,2016-09-02
MOR50712,1. Seizure,2016-12-01
MOR32221,1. Seizure,2015-09-14
MOR18925,1. Seizure,2018-12-01
MOR52382,1. Seizure,2023-01-05
MOR33355,1. Seizure,2020-09-08
MOR42112,1. Seizure,2021-09-27
MOR49501,1. Seizure,2023-05-01
MOR34519,1. Seizure,2021-04-14
MOR26260,1. Seizure,2018-10-01
MOR25925,1. Seizure,2017-06-16
MOR4123,1. Seizure,2016-02-20
MOR19471,3. Smuggling / Illegal Trade (not elsewhere included),2017-01-01
MOR30066,1. Seizure,2020-09-03
MOR28025,1. Seizure,2019-07-01
MOR30836,1. Seizure,2020-10-25
MOR52086,1. Seizure,2021-08-19
MOR49600,1. Seizure,2021-10-21
MOR49661,1. Seizure,2022-11-29
MOR45068,1. Seizure,2022-01-17
MOR41545,2. Poaching / Illegal Harvesting,2016-01-01
MOR31619,1. Seizure,2018-02-04
MOR37235,1. Seizure,2021-07-16
MOR42095,1. Seizure,2021-08-10
MOR20627,1. Seizure,2015-04-01
MOR25280,1. Seizure,2015-02-11
MOR16269,1. Seizure,2018-10-09
MOR31483,1. Seizure,2020-11-25
MOR4912,1. Seizure,2016-02-08
MOR44786,1. Seizure,2021-08-21
MOR47034,1. Seizure,2022-10-20
MOR5341,1. Seizure,2016-06-09
MOR29626,9. Enforcement Action / Prosecution,2015-02-24
MOR36568,1. Seizure,2021-06-01
MOR30645,1. Seizure,2020-01-01
MOR36306,1. Seizure,2021-06-10
MOR48959,2. Poaching / Illegal Harvesting,2022-08-01
MOR10346,1. Seizure,2016-01-01
MOR43804,1. Seizure,2022-02-01
MOR49510,2. Poaching / Illegal Harvesting,2017-04-26
MOR28177,1. Seizure,2019-02-25
MOR29782,1. Seizure,2017-02-13
MOR8073,1. Seizure,2016-11-22
MOR34298,1. Seizure,2021-03-23
MOR45134,2. Poaching / Illegal Harvesting,2022-06-28
MOR56090,1. Seizure,2024-01-27
MOR43011,1. Seizure,2021-10-01
MOR15511,1. Seizure,2017-08-25
MOR2651,1. Seizure,2015-01-15
MOR27375,1. Seizure,2019-08-14
MOR5735,1. Seizure,2016-05-02
MOR17050,1. Seizure,2015-01-01
MOR11628,1. Seizure,2017-05-08
MOR14215,1. Seizure,2018-04-01
MOR51489,1. Seizure,2023-09-22
MOR34607,1. Seizure,2021-04-18
MOR47029,1. Seizure,2022-09-01
MOR18941,1. Seizure,2019-03-22
MOR33756,1. Seizure,2021-03-18
MOR28207,1. Seizure,2019-02-11
MOR7172,9. Enforcement Action / Prosecution,2016-01-13
MOR48208,1. Seizure,2022-12-01
MOR12362,1. Seizure,2017-11-30
MOR28674,1. Seizure,2019-11-14
MOR35909,1. Seizure,2015-02-06
MOR50373,1. Seizure,2023-01-15
MOR13331,1. Seizure,2017-10-14
MOR7894,1. Seizure,2016-01-01
MOR38199,1. Seizure,2021-08-27
MOR52932,1. Seizure,2016-03-01
MOR27300,1. Seizure,2019-04-01
MOR8010,1. Seizure,2017-01-05
MOR48737,1. Seizure,2022-09-10
MOR5619,1. Seizure,2015-04-07
MOR42069,1. Seizure,2021-07-02
MOR49006,1. Seizure,2022-11-18
MOR54143,1. Seizure,2023-12-18
MOR13971,1. Seizure,2018-04-01
MOR4151,1. Seizure,2016-03-03
MOR12973,1. Seizure,2017-08-01
MOR50995,1. Seizure,2022-02-16
MOR26507,1. Seizure,2019-06-01
MOR33523,1. Seizure,2020-07-28
MOR14218,1. Seizure,2018-05-05
MOR10907,1. Seizure,2016-08-13
MOR12199,1. Seizure,2017-07-30
MOR27918,1. Seizure,2019-05-05
MOR31083,1. Seizure,2019-01-22
MOR34492,1. Seizure,2021-04-01
MOR52283,9. Enforcement Action / Prosecution,2023-07-23
MOR9810,1. Seizure,2016-06-16
MOR13826,1. Seizure,2015-02-12
MOR33628,1. Seizure,2020-03-01
MOR50952,1. Seizure,2022-10-01
MOR28893,1. Seizure,2018-08-26
MOR14152,1. Seizure,2018-02-09
MOR18841,1. Seizure,2019-03-14
MOR49711,1. Seizure,2023-04-03
MOR28073,1. Seizure,2020-01-17
MOR41003,1. Seizure,2021-03-01
MOR9796,1. Seizure,2017-07-27
MOR12115,1. Seizure,2015-11-01
MOR14456,1. Seizure,2018-07-06
MOR21834,1. Seizure,2019-06-21
MOR45985,1. Seizure,2022-06-15
MOR36772,1. Seizure,2021-06-20
MOR22304,1. Seizure,2016-05-23
MOR23272,1. Seizure,2015-03-01
MOR45212,1. Seizure,2021-01-12
MOR35060,1. Seizure,2021-04-19
MOR26513,1. Seizure,2019-02-01
MOR43383,1. Seizure,2015-03-12
MOR37531,1. Seizure,2021-08-04
MOR45150,1. Seizure,2021-09-15
MOR29645,1. Seizure,2015-05-02
MOR44272,1. Seizure,2021-11-12
MOR50065,1. Seizure,2023-04-09
MOR30777,1. Seizure,2017-02-04
MOR18766,1. Seizure,2016-01-16
MOR49815,1. Seizure,2022-09-02
MOR14808,1. Seizure,2016-10-01
MOR27540,1. Seizure,2020-02-10
MOR35420,1. Seizure,2021-03-01
MOR49492,1. Seizure,2021-10-08
MOR28337,1. Seizure,2019-05-07
MOR36168,1. Seizure,2021-04-06
MOR29044,1. Seizure,2018-01-26
MOR37443,1. Seizure,2021-07-29
MOR40141,1. Seizure,2021-11-24
MOR12122,1. Seizure,2016-09-04
MOR18776,1. Seizure,2016-06-01
MOR13341,1. Seizure,2017-10-13
MOR14221,1. Seizure,2017-04-01
MOR48579,1. Seizure,2023-01-01
MOR30145,1. Seizure,2016-10-17
MOR4886,1. Seizure,2015-11-24
MOR3174,1. Seizure,2015-08-07
MOR55993,1. Seizure,2024-02-16
MOR5757,1. Seizure,2016-01-27
MOR16196,1. Seizure,2018-05-19
MOR53324,1. Seizure,2023-11-07
MOR29736,1. Seizure,2020-02-10
MOR29178,1. Seizure,2020-05-20
MOR8206,1. Seizure,2017-01-01
MOR42389,1. Seizure,2022-01-17
MOR4970,1. Seizure,2016-05-15
MOR4864,1. Seizure,2016-04-17
MOR11792,1. Seizure,2017-04-12
MOR14208,1. Seizure,2018-03-01
MOR30685,1. Seizure,2020-09-08
MOR26525,1. Seizure,2019-11-20
MOR48912,1. Seizure,2021-04-17
MOR16062,1. Seizure,2018-06-01
MOR12352,1. Seizure,2017-06-26
MOR47938,1. Seizure,2022-04-23
MOR14819,1. Seizure,2018-01-01
MOR44018,1. Seizure,2022-01-25
MOR31693,1. Seizure,2020-12-09
MOR35304,1. Seizure,2021-04-28
MOR34615,1. Seizure,2021-04-01
MOR35953,1. Seizure,2015-06-11
MOR30226,1. Seizure,2019-09-07
MOR8006,9. Enforcement Action / Prosecution,2017-02-05
MOR26841,1. Seizure,2017-09-18
MOR52010,1. Seizure,2023-07-01
MOR5620,1. Seizure,2015-11-01
MOR49864,1. Seizure,2022-01-07
MOR10239,5. Animal Injury / Mortality / Welfare,2017-09-10
MOR28988,1. Seizure,2020-04-01
MOR28398,1. Seizure,2019-05-11
MOR14752,1. Seizure,2016-07-01
MOR26307,1. Seizure,2018-10-01
MOR12173,1. Seizure,2017-06-30
MOR26093,1. Seizure,2016-07-19
MOR3314,1. Seizure,2015-09-27
MOR25108,1. Seizure,2016-04-22
MOR27500,1. Seizure,2019-01-12
MOR1143,1. Seizure,2015-05-29
MOR10042,1. Seizure,2017-08-30
MOR41335,1. Seizure,2021-11-10
MOR11985,1. Seizure,2017-07-13
MOR11203,1. Seizure,2015-08-12
MOR11696,1. Seizure,2017-03-02
MOR32123,5. Animal Injury / Mortality / Welfare,2021-01-01
MOR17670,1. Seizure,2015-05-06
MOR30846,1. Seizure,2020-02-11
MOR11099,1. Seizure,2015-09-21
MOR34505,1. Seizure,2020-03-26
MOR33700,1. Seizure,2020-02-19
MOR36045,1. Seizure,2021-05-01
MOR27969,1. Seizure,2020-02-01
MOR39258,1. Seizure,2017-01-07
MOR7839,1. Seizure,2016-02-25
MOR55005,1. Seizure,2024-01-10
MOR15432,1. Seizure,2018-05-08
MOR11686,1. Seizure,2017-11-12
MOR44052,1. Seizure,2021-12-18
MOR13102,1. Seizure,2016-11-21
MOR32400,1. Seizure,2020-12-30
MOR15384,1. Seizure,2015-03-07
MOR35432,1. Seizure,2021-01-27
MOR30855,1. Seizure,2020-01-01
MOR14824,1. Seizure,2018-01-24
MOR12228,1. Seizure,2017-09-10
MOR31542,1. Seizure,2016-09-01
MOR44635,1. Seizure,2022-05-01
MOR17949,1. Seizure,2018-01-26
MOR49929,1. Seizure,2022-12-01
MOR50663,1. Seizure,2023-07-16
MOR4368,1. Seizure,2016-03-29
MOR36212,1. Seizure,2021-06-01
MOR34006,1. Seizure,2020-03-29
MOR42090,1. Seizure,2021-07-27
MOR10916,1. Seizure,2016-03-13
MOR23422,1. Seizure,2017-04-01
MOR43510,1. Seizure,2022-04-08
MOR11027,1. Seizure,2015-09-28
MOR49955,1. Seizure,2023-04-06
MOR45171,9. Enforcement Action / Prosecution,2021-06-23
MOR13873,9. Enforcement Action / Prosecution,2016-01-01
MOR21186,1. Seizure,2017-10-14
MOR18579,1. Seizure,2016-12-02
MOR30527,1. Seizure,2020-05-22
MOR43476,1. Seizure,2022-05-11
MOR39819,1. Seizure,2017-03-29
MOR33668,1. Seizure,2020-03-01
MOR35012,1. Seizure,2021-04-29
MOR31780,1. Seizure,2017-09-29
MOR51118,1. Seizure,2022-01-26
MOR33708,1. Seizure,2020-01-23
MOR31942,1. Seizure,2020-02-03
MOR4107,1. Seizure,2016-02-04
MOR39986,1. Seizure,2017-06-20
MOR11314,1. Seizure,2015-08-25
MOR30080,1. Seizure,2018-06-01
MOR15433,1. Seizure,2018-05-09
MOR31280,2. Poaching / Illegal Harvesting,2017-01-08
MOR33596,1. Seizure,2021-03-09
MOR16044,1. Seizure,2018-09-01
MOR52154,1. Seizure,2023-08-20
MOR15318,1. Seizure,2017-05-22
MOR30863,1. Seizure,2020-03-10
MOR35381,1. Seizure,2021-03-01
MOR15057,1. Seizure,2018-04-01
MOR37561,1. Seizure,2021-07-29
MOR18903,1. Seizure,2018-04-04
MOR47446,1. Seizure,2022-11-02
MOR32829,1. Seizure,2020-08-12
MOR45499,5. Animal Injury / Mortality / Welfare,2022-07-07
MOR21188,1. Seizure,2019-01-18
MOR49747,1. Seizure,2023-03-10
MOR44813,1. Seizure,2022-04-28
MOR12888,2. Poaching / Illegal Harvesting,2017-07-11
MOR13044,1. Seizure,2018-02-11
MOR27312,1. Seizure,2019-05-01
MOR43538,1. Seizure,2022-03-18
MOR13394,1. Seizure,2018-03-04
MOR10091,1. Seizure,2017-08-19
MOR38907,1. Seizure,2021-04-19
MOR39910,1. Seizure,2021-09-23
MOR41127,1. Seizure,2021-08-17
MOR14175,1. Seizure,2018-03-23
MOR28689,1. Seizure,2019-10-11
MOR49440,1. Seizure,2021-06-12
MOR35310,1. Seizure,2016-10-04
MOR25586,1. Seizure,2018-05-16
MOR4187,1. Seizure,2016-03-13
MOR22165,1. Seizure,2019-06-29
MOR44317,6. Human-Wildlife Conflict,2022-02-09
MOR39016,1. Seizure,2021-09-08
MOR27400,1. Seizure,2019-09-22
MOR30490,1. Seizure,2020-02-27
MOR31829,1. Seizure,2020-12-16
MOR44148,1. Seizure,2022-01-05
MOR43387,2. Poaching / Illegal Harvesting,2021-09-01
MOR12205,1. Seizure,2017-07-01
MOR13444,1. Seizure,2018-04-11
MOR31640,1. Seizure,2018-01-01
MOR29334,1. Seizure,2018-06-01
MOR41892,1. Seizure,2021-07-01
MOR11094,1. Seizure,2015-09-09
MOR5358,1. Seizure,2016-06-12
MOR28568,1. Seizure,2019-07-30
MOR15534,1. Seizure,2016-04-24
MOR31234,1. Seizure,2020-09-04
MOR3040,1. Seizure,2015-01-01
MOR35440,1. Seizure,2016-03-18
MOR46247,1. Seizure,2022-08-01
MOR14165,1. Seizure,2018-03-14
MOR49684,1. Seizure,2023-05-24
MOR39603,1. Seizure,2021-08-27
MOR40524,1. Seizure,2016-02-08
MOR25252,1. Seizure,2019-02-21
MOR44269,1. Seizure,2021-11-06
MOR29022,1. Seizure,2018-07-08
MOR27923,1. Seizure,2019-06-04
MOR32164,1. Seizure,2020-09-21
MOR51544,2. Poaching / Illegal Harvesting,2023-09-06
MOR32429,1. Seizure,2019-01-08
MOR48692,9. Enforcement Action / Prosecution,2022-12-02
MOR30369,1. Seizure,2020-08-17
MOR48907,1. Seizure,2021-04-19
MOR25753,1. Seizure,2017-11-01
MOR22457,1. Seizure,2019-07-12
MOR44163,1. Seizure,2021-11-05
MOR45128,1. Seizure,2021-10-19
MOR18135,1. Seizure,2018-11-28
MOR52151,1. Seizure,2023-09-08
MOR49773,1. Seizure,2023-02-09
MOR43822,1. Seizure,2021-04-01
MOR35371,1. Seizure,2021-04-28
MOR10967,1. Seizure,2015-03-14
MOR46939,1. Seizure,2016-01-01
MOR30615,1. Seizure,2020-01-01
MOR45146,1. Seizure,2021-09-01
MOR14772,1. Seizure,2016-06-17
MOR14884,1. Seizure,2015-07-25
MOR14540,1. Seizure,2018-06-15
MOR15268,1. Seizure,2017-06-15
MOR33680,1. Seizure,2020-02-20
MOR28199,1. Seizure,2020-04-21
MOR21691,1. Seizure,2019-06-17
MOR56008,1. Seizure,2024-02-11
MOR44200,1. Seizure,2022-06-02
MOR36795,9. Enforcement Action / Prosecution,2015-03-01
MOR29056,1. Seizure,2018-05-25
MOR30432,1. Seizure,2020-08-07
MOR25075,1. Seizure,2019-01-16
MOR12383,1. Seizure,2018-01-11
MOR5598,1. Seizure,2016-06-01
MOR4907,1. Seizure,2016-02-10
MOR50408,1. Seizure,2023-07-04
MOR33393,1. Seizure,2020-09-07
MOR42994,1. Seizure,2022-04-04
MOR9776,1. Seizure,2016-05-20
MOR54500,1. Seizure,2023-11-01
MOR8260,1. Seizure,2015-04-17
MOR49050,1. Seizure,2021-02-08
MOR33808,1. Seizure,2019-11-01
MOR25041,1. Seizure,2016-01-27
MOR42324,1. Seizure,2017-01-05
MOR11557,1. Seizure,2017-01-14
MOR5370,1. Seizure,2016-06-11
MOR8820,1. Seizure,2017-04-27
MOR45051,1. Seizure,2021-11-01
MOR19250,1. Seizure,2019-04-09
MOR25255,1. Seizure,2019-03-05
MOR43513,1. Seizure,2022-04-06
MOR38932,1. Seizure,2021-09-01
MOR30663,1. Seizure,2020-01-01
MOR11443,1. Seizure,2015-03-23
MOR30796,1. Seizure,2020-11-16
MOR5409,1. Seizure,2016-06-01
MOR31596,1. Seizure,2019-05-06
MOR12353,1. Seizure,2017-07-17
MOR25582,1. Seizure,2018-05-06
MOR7841,1. Seizure,2016-07-07
MOR45014,1. Seizure,2022-02-25
MOR13740,1. Seizure,2018-04-19
MOR35374,1. Seizure,2021-01-09
MOR27433,1. Seizure,2018-05-28
MOR41569,1. Seizure,2022-01-01
MOR45038,1. Seizure,2021-12-08
MOR14180,1. Seizure,2018-04-01
MOR52301,1. Seizure,2023-03-29
MOR30703,1. Seizure,2020-05-29
MOR33556,1. Seizure,2021-03-01
MOR27942,1. Seizure,2019-04-07
MOR56007,1. Seizure,2024-02-10
MOR26654,2. Poaching / Illegal Harvesting,2015-01-01
MOR39601,1. Seizure,2021-07-29
MOR4352,1. Seizure,2016-04-11
MOR34560,1. Seizure,2016-10-26
MOR45209,1. Seizure,2021-02-02
MOR46495,1. Seizure,2022-09-13
MOR35608,1. Seizure,2021-01-01
MOR18687,1. Seizure,2019-02-01
MOR4869,1. Seizure,2015-01-24
MOR12190,1. Seizure,2017-09-05
MOR30980,1. Seizure,2020-11-09
MOR10188,1. Seizure,2017-09-18
MOR34355,1. Seizure,2019-09-07
MOR36338,1. Seizure,2021-06-01
MOR53305,1. Seizure,2023-11-07
MOR33534,1. Seizure,2020-07-11
MOR45791,1. Seizure,2022-02-01
MOR24220,1. Seizure,2018-10-01
MOR5591,9. Enforcement Action / Prosecution,2016-07-14
MOR13076,1. Seizure,2018-03-11
MOR33765,1. Seizure,2020-02-14
MOR49878,1. Seizure,2021-12-05
MOR25206,1. Seizure,2019-09-27
MOR13859,1. Seizure,2017-09-01
MOR14528,1. Seizure,2015-07-20
MOR22325,1. Seizure,2019-07-05
MOR30599,1. Seizure,2020-08-01
MOR11553,1. Seizure,2017-01-09
MOR18191,1. Seizure,2017-03-24
MOR43773,1. Seizure,2022-03-09
MOR23423,1. Seizure,2019-08-10
MOR26246,1. Seizure,2019-11-10
MOR29760,1. Seizure,2017-05-16
MOR55345,1. Seizure,2023-11-03
MOR31224,1. Seizure,2020-10-01
MOR4932,1. Seizure,2016-05-09
MOR13992,1. Seizure,2018-02-01
MOR30648,1. Seizure,2020-02-01
MOR14663,1. Seizure,2016-10-16
MOR11563,1. Seizure,2017-02-15
MOR32070,1. Seizure,2020-11-01
MOR27746,1. Seizure,2020-03-05
MOR35370,1. Seizure,2021-02-02
MOR14243,1. Seizure,2016-09-28
MOR45185,1. Seizure,2021-04-28
MOR32152,1. Seizure,2020-09-12
MOR9884,1. Seizure,2017-08-09
MOR14130,1. Seizure,2018-03-15
MOR50917,1. Seizure,2023-08-07
MOR10070,1. Seizure,2016-04-05
MOR42991,1. Seizure,2022-03-25
MOR29472,1. Seizure,2015-11-23
MOR29074,1. Seizure,2018-12-07
MOR3139,1. Seizure,2015-07-02
MOR33602,1. Seizure,2020-02-28
MOR7892,3. Smuggling / Illegal Trade (not elsewhere included),2016-06-01
MOR19470,1. Seizure,2018-09-15
MOR33337,1. Seizure,2021-02-23
MOR44967,1. Seizure,2022-06-21
MOR33238,1. Seizure,2021-02-19
MOR26346,1. Seizure,2019-11-29
MOR36154,1. Seizure,2021-06-02
MOR49138,1. Seizure,2021-03-25
MOR33062,1. Seizure,2021-02-01
MOR27392,1. Seizure,2019-09-16
MOR45231,1. Seizure,2022-07-04
MOR26454,1. Seizure,2019-10-25
MOR25245,1. Seizure,2019-10-02
MOR5435,1. Seizure,2016-06-23
MOR32061,1. Seizure,2020-12-01
MOR28784,1. Seizure,2020-05-11
MOR36914,1. Seizure,2016-12-01
MOR15007,1. Seizure,2018-06-04
MOR44164,1. Seizure,2021-09-01
MOR31793,1. Seizure,2016-11-02
MOR12114,1. Seizure,2015-10-17
MOR44252,1. Seizure,2022-03-31
MOR28244,1. Seizure,2019-11-01
MOR25106,1. Seizure,2017-09-28
MOR21000,1. Seizure,2019-05-14
MOR37189,1. Seizure,2021-02-15
MOR5691,1. Seizure,2015-12-23
MOR11604,1. Seizure,2017-03-30
MOR25862,1. Seizure,2016-08-01
MOR29747,1. Seizure,2020-08-13
MOR28383,1. Seizure,2019-03-19
MOR33397,1. Seizure,2020-08-30
MOR18104,1. Seizure,2018-05-23
MOR4831,1. Seizure,2016-04-14
MOR18821,1. Seizure,2017-02-03
MOR49166,1. Seizure,2023-03-03
MOR28434,1. Seizure,2019-04-08
MOR13972,1. Seizure,2018-03-01
MOR15090,1. Seizure,2016-04-14
MOR9234,1. Seizure,2017-06-19
MOR14390,1. Seizure,2018-02-27
MOR7669,1. Seizure,2016-09-15
MOR29638,1. Seizure,2015-04-16
MOR42186,1. Seizure,2021-11-25
MOR38113,1. Seizure,2021-09-11
MOR22712,1. Seizure,2019-07-18
MOR27357,1. Seizure,2019-07-01
MOR12339,1. Seizure,2018-01-17
MOR7113,1. Seizure,2015-09-21
MOR9967,1. Seizure,2017-06-23
MOR12008,1. Seizure,2017-09-14
MOR31799,1. Seizure,2016-10-24
MOR36128,1. Seizure,2021-06-01
MOR11243,1. Seizure,2016-02-08
MOR2870,1. Seizure,2015-05-05
MOR44961,9. Enforcement Action / Prosecution,2022-06-25
MOR11085,1. Seizure,2015-06-29
MOR25849,1. Seizure,2016-05-01
MOR42706,1. Seizure,2021-11-12
MOR18566,1. Seizure,2016-11-11
MOR14102,5. Animal Injury / Mortality / Welfare,2017-09-07
MOR41510,1. Seizure,2016-07-22
MOR51096,1. Seizure,2023-08-12
MOR49833,1. Seizure,2023-05-31
MOR11549,1. Seizure,2017-11-10
MOR30541,1. Seizure,2020-01-12
MOR42056,2. Poaching / Illegal Harvesting,2021-12-16
MOR12967,1. Seizure,2018-02-16
MOR37417,1. Seizure,2021-03-11
MOR36990,2. Poaching / Illegal Harvesting,2021-07-02
MOR34214,1. Seizure,2021-03-01
MOR36819,1. Seizure,2016-09-01
MOR15662,1. Seizure,2016-08-28
MOR32126,1. Seizure,2018-03-09
MOR44313,1. Seizure,2021-04-01
MOR42371,1. Seizure,2022-01-08
MOR52438,1. Seizure,2023-04-10
MOR44342,1. Seizure,2021-02-07
MOR35362,1. Seizure,2021-05-06
MOR12322,1. Seizure,2016-03-07
MOR28124,1. Seizure,2018-08-28
MOR11304,1. Seizure,2016-05-05
MOR25831,1. Seizure,2019-10-20
MOR49155,1. Seizure,2022-01-28
MOR55738,1. Seizure,2023-11-09
MOR29660,1. Seizure,2015-06-22
MOR33812,1. Seizure,2020-01-13
MOR31789,1. Seizure,2017-01-14
MOR25342,1. Seizure,2015-10-13
MOR30567,1. Seizure,2019-10-17
MOR52197,1. Seizure,2023-04-08
MOR42068,1. Seizure,2021-04-01
MOR31200,1. Seizure,2020-09-03
MOR31633,1. Seizure,2019-03-13
MOR2892,1. Seizure,2015-03-01
MOR27414,1. Seizure,2019-10-24
MOR32067,1. Seizure,2020-10-28
MOR37876,1. Seizure,2015-02-01
MOR4081,2. Poaching / Illegal Harvesting,2016-02-05
MOR35029,1. Seizure,2019-02-01
MOR29663,1. Seizure,2015-07-23
MOR42171,1. Seizure,2021-09-02
MOR28513,1. Seizure,2019-05-31
MOR15514,1. Seizure,2017-10-04
MOR43897,1. Seizure,2022-03-15
MOR44439,1. Seizure,2021-03-01
MOR30457,1. Seizure,2020-04-21
MOR39936,1. Seizure,2015-07-05
MOR27632,1. Seizure,2020-02-20
MOR12848,1. Seizure,2017-06-30
MOR33627,1. Seizure,2020-03-15
MOR32098,1. Seizure,2020-11-02
MOR28599,1. Seizure,2019-06-09
MOR45547,1. Seizure,2022-07-18
MOR18375,1. Seizure,2018-12-30
MOR16205,1. Seizure,2018-10-06
MOR25285,1. Seizure,2015-02-18
MOR29752,1. Seizure,2018-08-20
MOR36800,1. Seizure,2015-01-01
MOR45035,1. Seizure,2021-08-07
MOR44824,1. Seizure,2022-05-07
MOR15516,1. Seizure,2015-06-29
MOR25909,1. Seizure,2017-04-14
MOR13843,1. Seizure,2017-12-05
MOR27116,1. Seizure,2019-03-01
MOR52131,1. Seizure,2022-08-26
MOR28622,1. Seizure,2019-03-23
MOR39607,1. Seizure,2021-08-24
MOR19230,1. Seizure,2018-11-13
MOR30528,1. Seizure,2020-05-17
MOR5592,1. Seizure,2016-07-07
MOR37260,1. Seizure,2021-02-28
MOR12046,1. Seizure,2017-12-12
MOR49461,2. Poaching / Illegal Harvesting,2022-11-16
MOR40547,1. Seizure,2021-05-01
MOR39417,1. Seizure,2021-09-04
MOR31411,1. Seizure,2020-10-01
MOR15632,1. Seizure,2017-01-21
MOR4079,1. Seizure,2016-02-05
MOR25302,1. Seizure,2015-04-07
MOR18492,1. Seizure,2019-01-30
MOR26144,1. Seizure,2019-11-10
MOR25323,1. Seizure,2015-06-20
MOR5635,1. Seizure,2016-06-07
MOR44826,1. Seizure,2022-06-22
MOR24245,1. Seizure,2019-08-23
MOR38815,1. Seizure,2021-09-24
MOR15572,1. Seizure,2016-04-10
MOR25792,1. Seizure,2016-09-01
MOR28971,1. Seizure,2018-02-01
MOR49719,1. Seizure,2023-06-01
MOR18564,1. Seizure,2016-11-25
MOR50424,1. Seizure,2023-06-07
MOR42909,1. Seizure,2022-04-01
MOR31533,1. Seizure,2020-04-05
MOR33247,1. Seizure,2021-02-23
MOR43371,1. Seizure,2022-02-08
MOR41348,1. Seizure,2021-10-13
MOR35036,1. Seizure,2021-05-04
MOR44075,1. Seizure,2021-11-10
MOR7765,1. Seizure,2016-12-19
MOR34735,1. Seizure,2021-04-23
MOR39996,1. Seizure,2015-06-30
MOR27344,1. Seizure,2019-06-15
MOR52013,1. Seizure,2017-03-24
MOR29443,1. Seizure,2020-01-14
MOR26776,1. Seizure,2019-12-31
MOR14751,1. Seizure,2016-09-14
MOR43863,1. Seizure,2021-01-20
MOR13817,1. Seizure,2018-05-06
MOR16204,1. Seizure,2018-09-11
MOR37883,1. Seizure,2016-06-01
MOR22425,2. Poaching / Illegal Harvesting,2015-07-23
MOR35906,1. Seizure,2015-03-09
MOR15238,1. Seizure,2016-10-20
MOR14764,1. Seizure,2016-07-20
MOR25619,1. Seizure,2018-09-23
MOR25229,1. Seizure,2019-09-30
MOR45801,2. Poaching / Illegal Harvesting,2017-09-06
MOR31662,1. Seizure,2015-02-24
MOR34248,1. Seizure,2019-11-02
MOR42439,1. Seizure,2022-03-02
MOR31641,1. Seizure,2017-07-01
MOR52022,1. Seizure,2023-07-10
MOR27288,1. Seizure,2019-04-03
MOR45596,1. Seizure,2015-10-16
MOR35414,1. Seizure,2021-03-01
MOR8145,1. Seizure,2017-03-25
MOR15663,1. Seizure,2017-11-21
MOR35446,1. Seizure,2021-03-10
