report_id,subject,transport_mode,detection
MOR5800,"1 rhino horn seized in Belguri, Assam - 4 arrested",,Intelligence
MOR5803,18 m3 of illegal timber seized in Phnom Oral Wildlife Sanctuary,Land - Vehicle,Operation
MOR6602,"111 kg ivory seized at Kuala Lumpur International Airport, Malaysia",Air,Routine Inspection
MOR6607,"25 Live Pangolins & 900g Pangolin Scales seized Sabah, one suspect convicted",Land - Vehicle,Other
MOR6608,345 kg of coral seized at Port of Rotterdam - 1 convicted,Sea,
MOR6622,"Nine Black-Shanked Douc Langurs seized in Khanh Vinh District, Khanh Hoa, three poachers arrested",Land - Vehicle,
MOR6625,4.5 kg of rhino horn seized in Maputo - 4 arrested (including a North Korean diplomat),Land - Vehicle,Intelligence
MOR6627,"216 Malay Night Herons and watercocks seized in Phnom Touch, Banteay Meanchey",,
MOR6634,"9,500 kg of Red Sanders logs seized in Kanchipuram, Tamil Nadu",,Investigation
MOR6635,105 pieces of ivory (97 kg) seized at Noi Bai Airport,Air,
MOR6657,570 kg of ivory seized from processing factory in Koblens - 2 Vietnamese nationals arrested,,Investigation
MOR6704,"645 logs (288 m3) seized in Ulu Sungai Roban, Sarawak",,Intelligence
MOR6705,"A Pangolin Hide and Scales - Gothatar, Nepal - Two Arrested",,Intelligence
MOR6706,"21 Pig-Tailed Macaques (35kg) seized in Di Linh District, Lam Dong",Land - Vehicle,Routine Inspection
MOR6708,"Two Leopard Cubs Poisoned in Hanchipura Village, Bandipur National Park",,
MOR6709,"1,100 Kg Rosewood seized in Preah Vihear, suspects fled the scene",Land - Vehicle,Intelligence
MOR6710,"1 Sun Bear, 1 Stump-tailed Macaque and 1 Assam Macaque seized in Buon Ma Thuot, Dak Lak",,
MOR6712,"8 Tonnes Myanmar Padauk Logs seized in Kengtung Township, one female Chinese national arrested",Land - Vehicle,
MOR6729,"367 kg of snakes and tortoises seized at Chrey Thom International Checkpoint, Koh Thom - suspect fled",Land - Vehicle,Intelligence
MOR6731,"12.5kg ivory from African Elephant – Thuong Tin, Viet Nam",Land - Vehicle,Investigation
MOR6732,"1.21kg ivory carvings – Thuong Tin, Viet Nam",,Operation
MOR6733,"32 kg of ivory seized in Thuong Tin, one suspect",,Intelligence
MOR6736,"1 Slow Loris seized in Ham Thuan Nam District, Binh Thuan",,
MOR6737,"1 Pygmy Slow Loris seized in Tam Diep City, Ninh Binh",,Intelligence
MOR6738,"1 Stump-Tailed Macaque (10 k g) seized in Nong Truong Viet Trung Town, Quang Binh",,
MOR6739,"1 Southern Pig-Tailed Macaque seized in Dong Hoi, Quang Binh",,
MOR6745,Three Indian Roofed Turtles - OLX.com - One Man Arrested,,
MOR6746,"1 leopard skin seized in Babai Municipality, Bardiya - 2 arrested",,
MOR6747,"Leopard Skin, Nails & Body Parts - Pimpri Pendhar Village, Pune - Three Persons Arrested",,Intelligence
MOR6753,Shark’s fins – corals – seized – Lembar port - Mataram,Land - Vehicle,Routine Inspection
MOR6759,"1 Asiatic Black Bear seized from Canh An Bear Farm, Ha Noi",,Routine Inspection
MOR6761,Fulya Bawaria - Panther Poaching - Three Years Imprisonment,,
MOR6762,"One Male Tiger Found Dead - Umari Village, Junewani",,
MOR6763,"One Southern White-Cheeked Gibbon seized in Ba To District, Quang Ngai",,
MOR6764,"A Male Tiger Found Drowned - Simariya Village, Vijaypani",,
MOR6765,"One Leopard Found Knoched Dead by Train - Chimnazari Village, Nagpur",,
MOR6766,"One live Hawksbill Turtle seized in Bac Lieu, one suspect arrested",,
MOR6768,13 animals seized including birds - Sariska Tiger Reserve - Two Women Arrested,,
MOR6769,A Tiger Carcass - Pazhamputhoor Village,,
MOR6770,2 rhino horn and 163 ivory pieces seized at Soekarno-Hatta International Airport - 1 arrested,Air,
MOR6771,"1 rhino horn seized in Maluti, Eastern Cape Province - 1 suspect fled",Land - Foot,Routine Inspection
MOR7064,"1 rhino horn seized in Bahauri Pidari, Parsa District - 1 arrested",,
MOR7066,1 Leopard skin and 1 rhino horn (0.526 kg) seized in Bhaktapur District - 5 arrested,,
MOR7068,"1 rhino horn seized in Fatapukur, West Bengal - 5 charged",Land - Vehicle,Intelligence
MOR7069,1 rhino horn seized in Nairobi - 1 charged,,
MOR7070,"3 rhino horns seized in Irene, Gauteng - 3 charged (including a police officer)",,Operation
MOR7072,"1 rhino horn seized in Nagaon, Assam - 3 arrested",,
MOR7074,"Ivory carvings, rhino horns and tiger skulls seized in Dongxing - 5 arrested",,
MOR7076,2 rhino horn seized at Milan–Malpensa Airport - 1 Chinese national,Air,
MOR7077,1 rhino horn seized in Stockholm,,
MOR7078,"1 piece of raw ivory, 1 carving and 3 rhino horn seized at Milan Malpensa Airport - 1 Chinese national",Air,
MOR7080,"1 rhino horn seized in Tinsukia, Assam - 1 suspect",,
MOR7081,3.8 kg of rhino horn seized at Maputo International Airport - 3 Vietnamese citizens arrested,Air,
MOR7084,1.8 kg of rhino horn seized at Maputo Interantional Airport - 1 Vietnamese national,Air,
MOR7086,"2 rhino horn seized in Stolsnek, Kruger National Park - 3 arrested",,
MOR7087,"Seizure of 33 skulls and bones including several wolf skulls, a gorilla skull, a brown bear skull, a Malaysian bear skull, a rhino skull and other wildlife in Zoersel, Flanders",,
MOR7088,4 rhino horn (11.12 kg) seized in Kruger National Park,,
MOR7090,"1 rhino horn (1 kg) seized in Gohpur & Bandardewa, Assam - 9 arrested",Land - Vehicle,Intelligence
MOR7092,"1 rhino horn seized in Middelburg, Mpumalanga - 5 arrested",Land - Vehicle,Routine Inspection
MOR7096,12 rhino horn stolen from government facility in Maputo,,
MOR7097,"1 rhino horn (0.8 kg) seized in Jalpaiguri, West Bengal - 5 arrested",Land - Vehicle,Intelligence
MOR7099,"1 rhino horn seized in Sonitpur District, Assam - 3 arrested",,
MOR7101,Rhino horns seized at Juba International Airport - 2 arrested,Air,
MOR7102,"1 rhino horn seized in Dhangadhi, Province No. 7 - 1 arrested",,Intelligence
MOR7105,"1 rhino horn seized in Ekurhuleni, Gauteng",,
MOR7110,"1 rhino horn seized in Guwahati, Assam - 5 arrested",,
MOR7111,2 rhino horn seized in Mpumalanga - 4 arrested,,
MOR7112,"Rhino horns seized in Massinga District, Inhambane - 3 arrested",,Routine Inspection
MOR7113,3 rhino horn pieces (10 kg) seized at Hong Kong International Airport - 3 arrested,Air,
MOR7115,3 horns stolen from goverment storage - 1 charged,,
MOR7116,2 white rhino horns and 60 elephant tusks (113 kg) seized at N'djili International Airport - 2 Vietnamese nationals fled,Air,
MOR7118,"1 piece of rhino horn seized in Warawar, Northern Bahr el Ghazal",,
MOR7119,"14 pieces of rhino horn, 14 lion claws and 49 lion teeth seized at Maputo International Airport - 1 Vietnamese national arrested",Air,
MOR7121,"2 rhino horn and ivory pieces seized in KwaDukuza Local Municipality, KwaZulu-Natal - 1 charged",,
MOR7124,36 kg ivory and 3 kg rhino horn seized at Entebbe International Airport - 2 Vietnamese convicted,Air,
MOR7127,1 rhino horn seized at Jaipur Railway Station - 2 arrested,Land - Train,
MOR7128,"1 rhino horn seized in Alipurduar, West Bengal - 1 arrested",,
MOR7129,"6 rhino horns stolen in Mbombela, Mpumalanga",,
MOR7130,"2 rhino horn (11.9 kg) seized in Massingir District, Gaza - 2 arrested",Land - Vehicle,Routine Inspection
MOR7155,213 ivory pieces (309 kg) seized at Noi Bai International Airport,Air,
MOR7158,"8 live Macaques seized in Dien Chau, Nghe An",Land - Vehicle,
MOR7159,"2 Asiatic black bears seized in Long Xuyen, An Giang",,
MOR7160,"1 Pig-tailed Macaque seized in Tuc Dup Tourist Place, Tri Ton Town, An Giang",,
MOR7167,"3 live Olive Ridley seized in Vung Tau City, Ba Ria - Vung Tau",Sea,Intelligence
MOR7168,"2 live Long-tailed Macaques seized in Phu Tho Hoa, Ho Chi Minh City",Land - Vehicle,Investigation
MOR7169,"Two Olive Ridley – Ha Long, Viet Nam",,Intelligence
MOR7170,1 live Slow Loris seized in Hanoi,,
MOR7171,1 long-tailed macaque seized in Viet Nam,,
MOR7172,Suspect convicted of rhino horn trafficking in the US,,
MOR7175,61 Sunda pangolins and 37 Big-headed turtles seized in Thai Binh - 2 suspects arrested,Land - Vehicle,
MOR7264,"569 ivory pieces (2,052 kg) seized at Cat Lai Port, Ho Chi Minh City",Sea,
MOR7271,"200 kilograms of wild pig, red deer, porcupine and loris meat, 2 live tortoises and 10 iguanas seized at a market in Stung Treng province",,Routine Inspection
MOR7272,32 kg of wild pig and muntjac meat seized from a market in Stung Treng,,Routine Inspection
MOR7273,85.9 kg of pangolin scales seized at New Delhi Railway Station - 4 arrested,Land - Train,Intelligence
MOR7274,1039 Illegal Logs - Great Field International ELC,,Intelligence
MOR7275,11 Ploughshare Tortoises - Jomo Kenyatta Airport - Two Men Arrested,Air,
MOR7278,"0.9 kg of Rhino horn seized in Mong Cai City, Quang Ninh - 2 suspects arrested",Land - Vehicle,Routine Inspection
MOR7279,"18 Turtles seized in Nghi Loc District, Nghe An Province",Land - Vehicle,
MOR7280,"118 rhino horn seized in Equestria, Pretoria - 3 charged",,Operation
MOR7281,"250 kg ivory seized at Kololo, Kampala - 2 arrested",Land - Vehicle,Intelligence
MOR7283,"17,060 kg of red sanders logs seized at Jawaharlal Nehru Port (JNPT)",Sea,Investigation
MOR7290,"1 live Clouded leopard seized in Miri, Sarawak - 2 arrested",,Online
MOR7291,60 kg of worked ivory seized at Hong Kong International Airport - 3 arrested,Air,
MOR7292,"0.058 kg of tiger meat and fat seized in Surat Nagar, Haryana - 1 arrested",,Intelligence
MOR7293,10 rhino horn (6.71 kg) seized at Hong Kong International Airport,Air,Targeting
MOR7310,"66 live turtles seized at Moc Bai Border Gate, Tay Ninh - 1 suspect",Land - Vehicle,
MOR7311,"Turtles, Geckos, Pangolin and King Cobra seized in Duy Tien District, Ha Nam - 1 suspect arrested",Land - Vehicle,
MOR7316,"Many Unlicensed Animals Seized - Hua Hin Zoo - Prachuap Khiri Khan, Thailand",,
MOR7318,"1,000 kg of ivory seized at Cat Lai Port, Ho Chi Minh",Sea,Routine Inspection
MOR7321,"1 rhino horn seized in Mendabari, West Bengal - 4 arrested",,Intelligence
MOR7332,"1 rhino horn (0.5 kg) seized in Silbari, Assam - 3 arrested",,Operation
MOR7339,"6 Mountain Tortoise and 66 kg of wild meat seized in Laban Siek, Ratanakkiri -  2 reprimanded",,
MOR7340,"3,011 turtle eggs seized from bus in Sandakan Express Bus Terminal",Land - Vehicle,Intelligence
MOR7341,8 rhino horns (8.8 kg) seized at Maputo International Airport - 1 Vietnamese national absconded,Air,
MOR7342,35 kg of rhino horn seized at Phnom Penh International Airport - 1 Chinese citizen arrested,Air,
MOR7343,90 elephant tusks (564 kg) seized in Vienna,,Intelligence
MOR7345,"Marine unit nets ivory, exotic fish, abalone, shark jaws and cash seized, CN national arrested",,
MOR7347,Raw ivory and 10 kg of abalone seized at O.R. Tambo International Airport - 2 Chinese nationals arrested,Air,Intelligence
MOR7348,4 tusks (19kg) seized from bus in Kwekwe - 2 arrested,Land - Vehicle,Intelligence
MOR7378,2 tusks seized in Kruger National Park - 1 Mozambican arrested,Land - Vehicle,Routine Inspection
MOR7421,1 rhino horn seized in Liwonde National Park - 1 convicted,,
MOR7424,"789 ivory bracelets, 268 elephant hair bracelets, 12 lion nails, giraffe's tail bracelets and others seized in Dakar",,Intelligence
MOR7425,Three ivory traffickers arrested with 136 ivory bangles/bracelets,,Intelligence
MOR7428,619 kg raw ivory seized at Cat Lai Port,Sea,X-ray
MOR7429,"Three ivory traffickers arrested with 271 pieces of worked ivory weighing 5.3 kg in Dakar, Senegal",,Investigation
MOR7437,2 elephant tusks (13.5 kg) seized in Porga - 2 arrested,,Intelligence
MOR7438,2 elephant tusks (3.2 kg) seized in Kandi - 2 arrested,,Intelligence
MOR7444,Native Australian species seized and 3 people arrested and fined - Australia,Other,Other
MOR7447,"2,000 kg of Red sanders logs seized in Katiganahalli village, Karnataka",,Investigation
MOR7449,"500 birds eggs seized and 1 man arrested and fined - Devon, UK",,Investigation
MOR7450,"1,500 kg of red sanders logs seized in Katiganahalli, Karnataka - 13 arrested",Land - Vehicle,
MOR7655,"17.5 tonnes of giant clams, 100+ hawksbill turtles and 1,110 sea snails seized in Pingxiang",Land - Vehicle,Routine Inspection
MOR7656,"125 red sanders logs (3,500 kg) seized in Kadapa District, Andhra Pradesh - 6 arrested",,Intelligence
MOR7659,"110 red sanders logs seized and 6 people arrested - Mydukur, Kadapa, India",Land - Vehicle,
MOR7669,"6,900 kg of Red sanders logs seized in Mappilaiurani, Tamil Nadu",,Investigation
MOR7671,5 elephant tusks seized and 2 men arrested. Convicted - Tanzania,,Intelligence
MOR7673,"2 pangolins seized in Mbare, Harare - 2 arrested",,Investigation
MOR7676,"1,300 containers of timber seized at Port of Nacala",Sea,
MOR7677,illegal logging in Preah Vihear - 4 charged (inc. military officer),,Other
MOR7678,1 elephant poached in Limpopo National Park - 1 charged,,
MOR7749,1 elephant poached and poisoned leading to the death of four lions and 110 white backed vultures,,
MOR7750,"2 lions, 51 vultures, 3 fish eagles and other birds poisoned for ""muthi"" in Limpopo National Park",,
MOR7752,"Four Egyptian vultures were found hanging from a tree in Palpa, Nepal",,
MOR7754,"12 vultures poisoned in Mpumalanga, South Africa",,
MOR7756,12 live Sable antelope seized in Gwembe District - 7 arrested,Air,Targeting
MOR7757,29 Sable antelope seized in Zimbabwe en route to South Africa,Land - Vehicle,
MOR7758,1 dead pangolin seized at Sagambe Business Centre - 1 convicted,Land - Foot,Intelligence
MOR7759,"28 lizards + 2 snakes seized at Domodedovo airport, Russia",Air,Routine Inspection
MOR7760,670 kg of pangolin scales seized at Yaoundé Nsimalen International Airport - 3 arrested,Air,Intelligence
MOR7761,"1 Leopard skin seized iSwayambhu, Kathmandu - 5 arrested",,Intelligence
MOR7765,"1 kg of pangolin scales seized at Jawaharlal Nehru Stadium, Kaloor, Kochi - 2 charged",,Investigation
MOR7767,"334 pieces of ivory (1,970 kg) seized at Port of Mombasa",Sea,Intelligence
MOR7780,"1,300 kg ivory, 137 kg pangolin scales, 10 Cheetah skulls & 82 kg animal bones seized in Phnom Penh",Sea,
MOR7835,"4 coatis rescued from market in commercial zone in Tacna, Peru",,Operation
MOR7836,"10 birds rescued at Jorge Chavez International Airport, Peru",Air,
MOR7837,15 goldfinchs & other animals confiscated at Jorge Chavez International Airport - 1 suspect,Air,Intelligence
MOR7839,"551 Tortoises seized in illegal shipment, Colombia",,
MOR7840,150 Pacific parrotlets seized from bus travelling to Lima,Land - Vehicle,
MOR7841,"34 Amazon parrots seized in bus in Chiclayo, one suspect arrested",Land - Vehicle,
MOR7842,"13 birds seized by SERFOR in Modelo Market, Chiclayo, Peru",,
MOR7843,"4 sparrowhawk seized in Lambayeque, Peru",,
MOR7844,"120 birds seized in La Victoria (Lima, Peru)",,
MOR7845,200 green iguanas and 15 parrotlet seized - Peru,Land - Vehicle,
MOR7846,55 Pacific parrotlet and 4 Red-masked parakeet seized on bus - Peru,Land - Vehicle,
MOR7850,"1 Rhino horn, 10 ivory balls and 1 lion's tooth seized from a car at Zevenwacht Mall, Cape Town - 3 charged",Land - Vehicle,Routine Inspection
MOR7853,"24 red sanders logs (762kg) seized in Chaitanyapuram, Andhra Pradesh - 13 suspects arrested",,Operation
MOR7856,"Dalian Customs seizes over 800 succulent plants  - Dalian, China",,
MOR7857,"1 dead snow leopard seized in Xining, Qinghai - 2 arrested",,Intelligence
MOR7858,"60 live monitor lizards and 6 pangolins seized in Guangxi, one suspect",Land - Vehicle,Routine Inspection
MOR7859,"Online illegal wildlife trade gang shut down - Yunnan, China",Land - Vehicle,Investigation
MOR7861,Hong Kong destroys over 29 tonnes of seized ivory,,
MOR7865,UK trader jailed for selling monkeys on Ebay,,
MOR7869,10 tusks seized in Livingstone District - 1 arrested,Land - Vehicle,Routine Inspection
MOR7871,Collection & Trade of wild snowdrops - UK,,Investigation
MOR7880,Man convicted for selling ivory online - UK,,Investigation
MOR7881,Spitalfields market trader convicted for illegally selling 232 ivory pieces - UK,,
MOR7886,"5 tiger skin pieces, 4 tiger paws and 1 tiger tail seized at Heathrow World Distribution Centre - Norwich Company fined",Air,Routine Inspection
MOR7887,Man fined for selling crocodile and monkey skulls on ebay - UK,,
MOR7889,"4 live pangolins seized in Thma Bang district, Koh Kong",,
MOR7890,"40 Red sanders logs (350 kg) seized in Mahakavi Bharathi Nagar, Chennai - 2 arrested",,Intelligence
MOR7892,"Fisherman selling sawfish bills - Queensland, Australia",,
MOR7893,Woman offering Pamaps and Marsh deer antlers for sale convicted - UK,,Investigation
MOR7894,"Illegal bird eggs seized in Northumbria, one man fined for selling birds eggs via eBay",,Intelligence
MOR7909,Several animal skulls incl. baboon seized from package at Budapest Airport,Air,
MOR7917,"1 rhino horn seized in Louis Trichardt, Limpopo - 3 arrested (2 convicted)",Land - Vehicle,Intelligence
MOR7932,"1 dead tiger (37 kg), tiger meat and head seized in Dien Lam Commune, Nghe An - 2 suspects arrested",Land - Vehicle,Intelligence
MOR7933,"50 kg ivory & rhino horn seized from abandoned suitcase at Noi Bai Airport, Viet Nam - 1 convicted",Air,
MOR7934,19 pieces of rhino horn (54 kg) seized at Noi Bai International Airport,Air,X-ray
MOR7936,"3 Red-whiskered Bulbul seized from a car at Woodlands Checkpoint, one suspect arrested",Land - Vehicle,Routine Inspection
MOR7937,"70 live Sunda pangolins (400 kg) seized in Yen Mo District, Ninh Binh - 2 suspects arrested",Land - Vehicle,Intelligence
MOR7938,"Musk, Rhino horn and bear gall powder seized from medicinal pharmacies in Taipei - 3 arrested",,Investigation
MOR7939,"2 leopard skins seized in Rishikesh, Uttarakhand - 2 arrested",Land - Vehicle,Intelligence
MOR7941,"1 dead tiger (130 kg) seized in Huong Son District, Ha Tinh",,
MOR7942,"10 Sunda pangolins (28.2kg) seized in Duy Tien Distrist, Ha Nam - 1 suspect arrested",Land - Vehicle,
MOR7943,1 dead Indochinese tiger (304 kg) seized in Thai Nguyen - 3 suspects arrested,,Operation
MOR7944,"2 rhino horns, 27 rhino horn pieces (1.075kg), 10 dried  rhino skins (1.070kg) and ivory carvings seized at Mong Cai Bus Station, Quang Ninh - 2 suspects",Land - Vehicle,Intelligence
MOR7951,537 kg of ivory seized at Cat Lai Port,Sea,
MOR7952,"1 leopard skin seized in Sayalgudi, Tamil Nadu - 3 arrested",,Intelligence
MOR7955,"2 dead Asian golden cats, 1 dead leopard, 30 pangolins seized from an ambulance in Ho Chi Minh - 2 convicted",Land - Vehicle,
MOR7958,4 live Sunda pangolins (15.4 kg) seized in Da Nang - 1 suspect arrested,,
MOR7963,"Two suspected tiger legs – Thanh Hoa, Viet Nam",Land - Vehicle,
MOR7964,"9 Sunda pangolins, 4 Asian leaf turtles and 1 Elongated tortoise seized at Cau Treo Border Gate",Land - Vehicle,Routine Inspection
MOR7968,"Rhino horn, ivory and processed abalone seized in Hout Bay, Western Cape - 2 convicted and deported",,Other
MOR7971,446 kg of ivory seized at Cat Lai Port,Sea,
MOR7972,529 kg of ivory seized at Cat Lai Port,Sea,
MOR7975,1 rhino horn and 2 pieces (3.65 kg) seized at Tan Son Nhat Airport - 1 suspect arrested,Air,Targeting
MOR7979,6 tusks seized at Tocumen Airport,Air,Targeting
MOR7980,Officers seize elephant skull at Anzalduas bridge,Land - Vehicle,Routine Inspection
MOR7990,"8,632 abalone confiscated from car near Worcester, Western Cape Province - suspect fled",Land - Vehicle,Operation
MOR7991,"153 Red sanders logs seized in Karakambadi, Chittoor District, Andhra Pradesh - 1 arrested",Land - Vehicle,Intelligence
MOR7997,"12,000 kg of red sandalwood seized in Kopar Khairane and Jawaharlal Nehru Port, Maharashtra - 1 arrested",,Intelligence
MOR8001,1 arrested in Conakry Region for links to Great Ape trade - later convicted,,
MOR8006,"Notorious wildlife trafficker and associate involved in smuggling tiger, leopards and pangolins arrested in Anwarganj, Uttar Pradesh",,
MOR8010,"1 leopard skin seized in Tarikere, Karnataka - 1 arrested",,Intelligence
MOR8012,6 tonnes pangolin seized in Tanzania - several incl. kingpin arrested,Land - Vehicle,Operation
MOR8013,"Dried sea horses & pangolins seized in Manila, Philippines",Sea,Routine Inspection
MOR8029,3.1 tonnes pangolin scales seized by Shanghai Customs - 2 convicted,Sea,Routine Inspection
MOR8034,25 cartons of frozen pangolin seized from a speedboat in Sai Kung - 8 absconding,Sea,Operation
MOR8037,50 ivory products seized at Shanghai Railway Station - 2 arrested,Land - Train,Routine Inspection
MOR8039,attempted rhino poaching in Mpumalanga - 12 arrested,,Operation
MOR8043,"Ivory, rhino horn, lion’s claws, teeth, and seahorses seized Bruma, Gauteng - 7 arrested",,
MOR8045,"13,517 units of abalone seized from abalone processing facility in Parow, Cape Town - 3 arrested",Land - Vehicle,Targeting
MOR8046,"15 elephant tusks seized in Kawangware, Nairobi County - 3 charged",,
MOR8048,"1 ivory bangle seized at Jomo Kenyatta International Airport, Kenya - American missionary convicted",Air,Routine Inspection
MOR8053,1 rhino horn seized from a business in San Francisco,,Investigation
MOR8054,322 kg of pangolin scales seized at Noi Bai International Airport,Air,
MOR8061,6 arrested and 44 red sanders logs seized in India,,
MOR8070,"1 rhino horn seized on N3 Freeway, Johannesburg - 2 arrested",Land - Vehicle,Routine Inspection
MOR8071,"2 rhino horn seized at Mbombela Stadium, Mpumalanga - 6 charged (including police officers)",Land - Vehicle,Intelligence
MOR8072,100 kg pangolin scales seized at Jomo Kenyatta International Airport,Air,
MOR8073,55 reptiles (7 species) seized at Bangkok International Suvarnabhumi Airport - 1 charged,Air,X-ray
MOR8077,"2 kg of pangolin scales seized in Balaghat district, Madhya Pradesh - 1 arrested",,Test Purchase
MOR8078,1 Leopard skin seized from Simlipal Tiger Reserve - 2 arrested,,
MOR8083,3 ivory carvings (20.4 kg) seized at Noi Bai International Airport,Air,
MOR8084,"357kg pangolin scales seized in Noi Bai International Airport, VN",Air,Routine Inspection
MOR8086,"17 gryfalcons seized and 11 poachers charged with the offence in  Kamchatka, Russia",,
MOR8090,"600,000 live eels seized at Heathrow Airport - 1 convicted",Air,Routine Inspection
MOR8097,674 dried seahorses seized from truck between Sonoyta and San Luis Rio Colorado,Land - Foot,Routine Inspection
MOR8098,"1 Leopard skin and 1 fake leopard skin seized in Dudhiani, Odisha - 3 arrested",Land - Vehicle,Intelligence
MOR8099,"Over 100 rose-ringed parakeets seized and 2 arrested in Thiruvananthapuram, India",,Intelligence
MOR8100,"4 tusks seized in Lalaua District, Nampula - 5 Mozambicans arrested",,Targeting
MOR8101,"1 leopard skin seized in Badrinath, Chamoli District, Uttarakhand - 2 arrested",,
MOR8102,1 black rhino and its calf poached in Ruma National Park,,
MOR8104,"1 female black rhino and calf poached in Ngulia Sanctuary, Tsavo East National Park",,
MOR8114,10 ivory pieces (22kg) seized Chipata District - 3 arrested,,
MOR8115,6 ivory pieces (10kg) seized in Lusaka - 2 arrested,Land - Vehicle,
MOR8117,7 kg rhino horn seized at Hong Kong International Airport - 1 arrested,Air,Routine Inspection
MOR8118,"41 kgs ivory seized in Nkeyema, Zambia - 2 men arrested",,Intelligence
MOR8119,14 ivory pieces (210 kg) seized in Zambia - 5 convicted,,Intelligence
MOR8125,"Elephant tusks, shark teeth and leopard skin seized at Maputo Central Market - 2 arrested",,Intelligence
MOR8129,1 arrested for links to Great Ape trade,,
MOR8131,"10,000 kg of red sanders seized in Thiruvallur, Tamil Nadu - suspects fled",Land - Vehicle,Targeting
MOR8132,"5 frozen Indochinese Tigers seized in Dien Lam Commune, Nghe An - 1 suspect",,
MOR8137,19 ivory pieces (1kg) seized at Nzano Shopping Mall - 1 charged,Land - Vehicle,Intelligence
MOR8138,20 ivory pieces (63.1kg) seized from river,Other,Intelligence
MOR8140,25 elephant tusks seized in Boumba and Ngoko Eastern Region - 2 suspects arrested,Land - Vehicle,Intelligence
MOR8141,"2 tusks seized in Mpulungu District, Northern Province - 6 arrested",,Intelligence
MOR8143,46 rhino horns (118 kg) seized at Noi Bai International Airport,Air,Routine Inspection
MOR8145,"1 Tiger skin and 200 Tiger bones seized Banderdewa, Arunachal Pradesh - 1 arrested and 1 absconded",Land - Vehicle,
MOR8151,384 kg ivory pieces seized in Western Zambia - 8 arrested,,
MOR8155,tusks seized in Mashi Conservation area - 3 arrested,,Investigation
MOR8156,"2 rhino horn seized in Selela, Zambezi - 1 arrested",,
MOR8157,"Elephant found dead at Katamba village, Zambezi region",,
MOR8159,"Nearly 1,000 tonnes of illegal logs seized in northern Shan State",Land - Vehicle,Other
MOR8179,"2.5 ton of pangolin meat and 325 kg of pangolin scales in Kilangan, Jambi",,Operation
MOR8186,"Two Sumatran Tiger skins in Palembang, three suspects arrested",Land - Vehicle,
MOR8190,"3 leopard skins seized in Haldwani, Uttarakhand - 2 arrested",,Intelligence
MOR8192,3 Leopard skins and 34.9 kg of animal bones seized in Kathmandu - 3 arrested,,Intelligence
MOR8193,"2 elephant tusks (45 kg) seized in Charambe Street, Upanga, Dar es Salaam - 3 arrested",,Intelligence
MOR8196,"118 Javan Pangolins (556 kg) seized in Yen Thuy District, Hoa Binh - 1 suspect charged",Land - Vehicle,Intelligence
MOR8197,"1 dead tiger (180 kg) sezied from an ambulance in Thach Thanh District, Thanh Hoa - suspect fled",Land - Vehicle,
MOR8199,"28,733 units of abalone seized in Senna Park, Cape Town - 2 convicted",,Investigation
MOR8200,18 Rhino horn pieces (51.45 kg) seized at Kuala Lumpur International Airport,Air,Intelligence
MOR8201,"12,266 units of abalone seized from a warehouse on Esso Street, Cape Town - 2 arrested",,Investigation
MOR8203,"1 live pangolin seized in Birchenough Bridge, Manicaland - 4 charged",Land - Vehicle,Intelligence
MOR8205,300 African grey parrots seized in Cameroon - 1 arrested,Air,Operation
MOR8206,"13 birds and 2 monkeys seized in Baikka Beel Wetland Sanctuary, Sylhet Division",,Intelligence
MOR8210,25 kg ivory seized from luggage at Hong Kong Airport - 1 arrested,Air,Routine Inspection
MOR8211,"Pangolin scales from Ghana seized at Noi Bai International Airport, VN",Air,Routine Inspection
MOR8212,3 Asian Small-clawed Otter pups seized in Vinh Long,,Intelligence
MOR8215,7 rhino horn pieces (4.8 kg) seized at Tan Son Nhat Airport - 2 charged,Air,Investigation
MOR8225,10.5 kg rhino horns seized at Maputo International Airport,Air,
MOR8228,29 Galapagos tortoises seized from bus,Land - Vehicle,Investigation
MOR8229,3 lions and 11 white backed vultures poisoned through cattle carcass,,
MOR8233,35 vultures found poisoned in Senegal,,
MOR8235,"3 elephant tusks, leopard & lion skins seized at Mchinji town - 3 convicted",,
MOR8244,4 arrested in Timbavati Game Reserve for conspiracy to commit rhino poaching - later convicted,Land - Vehicle,Intelligence
MOR8260,15 ivory pieces & 5 ivory items seized at Bangkok International Suvarnabhumi Airport,Air,
MOR8263,"26 vipers, 16 frogs, 33 cockroaches & lizards seized at Amsterdam Schiphol Airport - 1 arrested",Air,
MOR8264,"3 tiger poachers sentenced to 3 years in prison, India",,
MOR8268,422 ivory pieces (330 kg) seized at Bangkok Suvarnabhumi Airport - 1 Gambian national arrested,Air,
MOR8269,21 pieces of rhino horns (49.4 kg) seized at Bangkok Suvarnabhumi Airport - suspects fled,Air,X-ray
MOR8270,"35.15 kg of khat leaves seized in Kuala Lumpur International Airport, Malaysia",Air,
MOR8277,"109 Red sanders logs (5,000 kg) seized in Kadapa District, Andhra Pradesh - 2 arrested",Land - Vehicle,Routine Inspection
MOR8668,408 kg pangolin scales seized at Kuala Lumpur International Airport,Air,Intelligence
MOR8669,304 kg of pangolin scales seized at Kuala Lumpur Airport,Air,Intelligence
MOR8671,"800 dried seahorses seized in Chilly-Mazarin, France",Air,
MOR8673,"Angleshark killed by footballer in Tenerife, Spain",,
